camera_offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,y,z,rx,ry,rz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-82,6,55.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccp (robot start position),,,,,,tcp (calculation start position),,,,,,in-socket-postion,,,,,,front-of-socket-postion,,,,,,actual distance,,,,,,estimated distance (camera estimate),,,,,,offset,,,,,
ccp_x,ccp_y,ccp_z,ccp_rx,ccp_ry,ccp_rz,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,isp_x,isp_y,isp_z,isp_rx,isp_ry,isp_rz,fsp_x,fsp_y,fsp_z,fsp_rx,fsp_ry,fsp_rz,ad_x,ad_y,ad_z,ad_rx,ad_ry,ad_rz,ed_x,ed_y,ed_z,ed_rx,ed_ry,ed_rz,os_x,os_y,os_z,os_rx,os_ry,os_rz
639.989624,-29.91744041,449.8407288,13.23308659,-179.9775391,13.21455097,558.0,-23.9,505.3,13.2,-180.0,13.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,6.8,11.2,165.5,350.7,165.6,535.1,20.6,22.2,0.521391594,6.468693507,-3.265859432,-13.4,13.8,11.0,-164.9,-344.2,-168.9
640.0111084,-30.91999435,449.8919373,18.07917976,-179.9811401,18.06078911,558.0,-24.9,505.4,18.1,-180.0,18.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,7.8,11.2,160.6,350.7,160.8,535.1,21.5,22.1,0.544309905,6.554637176,-3.145538295,-13.4,13.7,10.9,-160.1,-344.1,-163.9
640.0016479,-31.91820717,449.8707581,16.30844116,-179.9796753,16.28969383,558.0,-25.9,505.4,16.3,-180.0,16.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,8.8,11.2,162.4,350.7,162.6,534.6,22.5,22.1,0.555769061,6.457234351,-3.025217158,-13.9,13.7,10.9,-161.8,-344.2,-165.6
640.0167847,-32.92136383,449.905304,20.17429543,-179.982254,20.15569496,558.0,-26.9,505.4,20.2,-180.0,20.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,9.8,11.2,158.5,350.7,158.7,534.7,23.5,22,0.515662016,6.732254093,-3.059594626,-13.8,13.7,10.8,-158.0,-343.9,-161.8
639.9916382,-33.91651154,449.8461304,13.55487633,-179.9775848,13.53633499,558.0,-27.9,505.3,13.6,-180.0,13.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,10.8,11.2,165.1,350.7,165.3,535,24.5,22.1,0.578687373,6.646310424,-2.675712903,-13.5,13.7,10.9,-164.6,-344.0,-168.0
640.0212402,-34.9213295,449.9203796,21.57805824,-179.9831238,21.55939865,558.0,-28.9,505.4,21.6,-180.0,21.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,11.8,11.2,157.1,350.7,157.3,534.6,25.4,22,0.458366236,6.778090716,-3.305966478,-13.9,13.6,10.8,-156.7,-343.9,-160.6
639.9850464,-35.92144394,449.8296509,12.19804955,-179.9765167,12.18075085,558.0,-29.9,505.3,12.2,-180.0,12.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,12.8,11.3,166.5,350.7,166.7,534.6,26.4,22.1,0.550039483,6.388479416,-3.32888479,-13.9,13.6,10.8,-166.0,-344.3,-170.0
640.026062,-36.92413712,449.9238586,21.51980019,-179.9832306,21.50190926,558.0,-30.9,505.4,21.5,-180.0,21.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,13.8,11.2,157.2,350.7,157.3,534.3,27.4,21.9,0.584416951,6.514530131,-2.721549527,-14.2,13.6,10.7,-156.6,-344.1,-160.1
639.9887695,-37.92391586,449.835907,13.40419388,-179.9772034,13.38733387,558.0,-31.9,505.3,13.4,-180.0,13.4,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,14.8,11.3,165.3,350.7,165.5,534.5,28.4,22.1,0.572957795,6.669228735,-2.635605858,-14.0,13.6,10.8,-164.7,-344.0,-168.1
640.0257568,-38.92532349,449.9192505,21.61983109,-179.9828491,21.60161018,558.0,-32.9,505.4,21.6,-180.0,21.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,15.8,11.2,157.1,350.7,157.2,534.2,29.4,21.9,0.572957795,6.829656918,-2.337667804,-14.3,13.6,10.7,-156.5,-343.8,-159.6
639.9921875,-39.91629791,449.8392944,13.49466896,-179.9775238,13.47588348,558.0,-33.9,505.3,13.5,-180.0,13.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,16.8,11.3,165.2,350.7,165.4,534.4,30.4,22.1,0.550039483,6.783820294,-2.669983325,-14.1,13.6,10.8,-164.7,-343.9,-168.0
640.0228882,-40.91577148,449.9092407,20.15723038,-179.9822388,20.13767433,558.0,-34.9,505.4,20.2,-180.0,20.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,17.8,11.2,158.5,350.7,158.7,534.3,31.4,22,0.538580327,6.869763964,-2.440800207,-14.2,13.6,10.8,-158.0,-343.8,-161.2
639.991394,-41.91689301,449.835968,12.84388256,-179.9771729,12.82512569,558.0,-35.9,505.3,12.8,-180.0,12.8,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,18.8,11.3,165.9,350.7,166.0,534.2,32.4,22.1,0.515662016,6.909871009,-2.681442481,-14.3,13.6,10.8,-165.3,-343.7,-168.7
640.0176392,-42.91864777,449.8996277,18.81916428,-179.9816437,18.80008125,558.0,-36.9,505.4,18.8,-180.0,18.8,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,19.8,11.2,159.9,350.7,160.0,533.9,33.3,22,0.527121172,7.156242861,-2.503825565,-14.6,13.5,10.8,-159.4,-343.5,-162.6
640.0131226,-43.91962051,449.8947754,18.45394516,-179.9812164,18.43503761,558.0,-37.9,505.4,18.5,-180.0,18.4,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,20.8,11.2,160.2,350.7,160.4,534.1,34.4,22,0.544309905,7.207809063,-2.194428355,-14.4,13.6,10.8,-159.7,-343.5,-162.6
640.0128784,-44.92181778,449.890686,18.35625267,-179.9809418,18.33769608,558.0,-38.9,505.4,18.4,-180.0,18.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,21.8,11.2,160.3,350.7,160.5,534,35.3,22,0.578687373,6.85257523,-2.486636831,-14.5,13.5,10.8,-159.8,-343.8,-163.0
640.0149536,-45.91931915,449.897644,19.1115284,-179.9814606,19.09238052,558.0,-39.9,505.4,19.1,-180.0,19.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,22.8,11.2,159.6,350.7,159.8,534,36.4,22,0.544309905,7.368237245,-2.079836796,-14.5,13.6,10.8,-159.0,-343.3,-161.8
640.0193481,-46.92264175,449.8987732,19.20874596,-179.9815826,19.19001198,558.0,-40.9,505.4,19.2,-180.0,19.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,23.8,11.2,159.5,350.7,159.7,533.8,37.3,22,0.509932438,7.259375264,-2.366315694,-14.7,13.5,10.8,-159.0,-343.4,-162.0
640.0169678,-47.92398834,449.8981323,18.45858765,-179.9815216,18.44050789,558.0,-41.9,505.4,18.5,-180.0,18.4,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,24.8,11.2,160.2,350.7,160.4,533.5,38.3,22,0.532850749,7.247916108,-2.658524169,-15.0,13.5,10.8,-159.7,-343.4,-163.1
640.0256348,-48.92071152,449.9065857,19.70136642,-179.9819946,19.68215942,558.0,-42.9,505.4,19.7,-180.0,19.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,25.8,11.2,159.0,350.7,159.2,534,39.4,21.9,0.601605685,6.669228735,-2.326208648,-14.5,13.6,10.7,-158.4,-344.0,-161.5
640.0267334,-49.91728592,449.9201965,21.72797775,-179.9830475,21.70865059,558.0,-43.9,505.4,21.7,-180.0,21.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,26.8,11.2,157.0,350.7,157.1,533.1,40.3,21.9,0.527121172,7.127594971,-2.429341051,-15.4,13.5,10.7,-156.4,-343.5,-159.6
640.0302734,-50.92375946,449.9152222,20.93574524,-179.9824677,20.91679955,558.0,-44.9,505.4,20.9,-180.0,20.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,27.8,11.2,157.8,350.7,157.9,533.1,41.3,21.9,0.527121172,7.637527409,-1.896490302,-15.3,13.5,10.7,-157.2,-343.0,-159.8
640.0286255,-51.92258453,449.9250488,23.92584419,-179.9830933,23.90650558,558.0,-45.9,505.4,23.9,-180.0,23.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,28.8,11.2,154.8,350.7,154.9,533.4,42.3,21.9,0.550039483,7.3281302,-2.326208648,-15.1,13.5,10.7,-154.2,-343.3,-157.3
640.0220337,-52.9226532,449.8989563,19.04815483,-179.9813538,19.02947235,558.0,-46.9,505.4,19.0,-180.0,19.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,29.8,11.2,159.7,350.7,159.8,533.6,43.4,21.9,0.50420286,7.362507667,-2.240264979,-14.9,13.6,10.7,-159.1,-343.3,-162.1
640.0216064,-53.91866684,449.9077148,20.4741478,-179.9821625,20.45496178,558.0,-47.9,505.4,20.5,-180.0,20.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,30.8,11.2,158.2,350.7,158.4,533.3,44.3,21.9,0.521391594,7.477099226,-2.062648062,-15.2,13.5,10.7,-157.7,-343.2,-160.5
640.0162354,-54.91954803,449.8872986,17.57291603,-179.9806671,17.55387688,558.0,-48.9,505.4,17.6,-180.0,17.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,31.8,11.2,161.1,350.7,161.3,533.1,45.3,21.9,0.509932438,7.488558382,-2.463718519,-15.4,13.5,10.7,-160.6,-343.2,-163.8
640.0161743,-55.918293,449.8922424,18.10402107,-179.9810486,18.08477402,558.0,-49.9,505.4,18.1,-180.0,18.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,32.8,11.2,160.6,350.7,160.8,533,46.3,21.9,0.481284548,7.574502052,-2.326208648,-15.5,13.5,10.7,-160.1,-343.1,-163.1
640.0183716,-56.91999435,449.8826904,16.92520332,-179.9804382,16.90619278,558.0,-50.9,505.4,16.9,-180.0,16.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,33.8,11.2,161.8,350.7,161.9,532.5,47.3,21.9,0.515662016,8.061516177,-1.776169165,-16.0,13.5,10.7,-161.3,-342.6,-163.7
640.0224609,-57.92047119,449.8982544,19.29891014,-179.981842,19.27972221,558.0,-51.9,505.4,19.3,-180.0,19.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,34.8,11.2,159.4,350.7,159.6,532.7,48.2,21.9,0.532850749,7.591690785,-1.993893127,-15.8,13.4,10.7,-158.9,-343.1,-161.6
640.031189,-58.93078232,449.9103394,20.93866539,-179.9824371,20.92201996,558.0,-52.9,505.4,20.9,-180.0,20.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,35.8,11.2,157.8,350.7,157.9,532.6,49.2,21.9,0.567228217,7.563042896,-2.102755108,-15.8,13.4,10.7,-157.2,-343.1,-160.0
640.0452271,-59.92563248,449.95401,29.01973724,-179.9852142,29.00072098,558.0,-53.9,505.5,29.0,-180.0,29.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,36.8,11.1,149.7,350.7,149.8,532.5,50.2,21.8,0.578687373,7.723471078,-1.793357899,-15.9,13.4,10.7,-149.1,-342.9,-151.6
640.041748,-60.92594528,449.9508972,26.69967079,-179.9845428,26.68068314,558.0,-54.9,505.5,26.7,-180.0,26.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,37.8,11.1,152.0,350.7,152.2,532.8,51.1,21.7,0.561498639,7.729200656,-2.028270595,-15.6,13.3,10.6,-151.4,-342.9,-154.2
640.0358276,-61.9214325,449.9373169,24.88764191,-179.983963,24.86853409,558.0,-55.9,505.4,24.9,-180.0,24.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,38.8,11.2,153.8,350.7,154.0,532.3,52.1,21.7,0.492743704,7.872440105,-2.056918485,-16.1,13.3,10.5,-153.3,-342.8,-156.0
640.0301514,-62.91729736,449.9155579,21.57523346,-179.9824524,21.55550194,558.0,-56.9,505.4,21.6,-180.0,21.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,39.8,11.2,157.1,350.7,157.3,532.2,53,21.8,0.567228217,7.838062637,-1.988163549,-16.2,13.2,10.6,-156.6,-342.8,-159.3
640.0206299,-63.91959,449.894043,19.16959381,-179.9813538,19.15036583,558.0,-57.9,505.4,19.2,-180.0,19.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,40.8,11.2,159.5,350.7,159.7,532.1,54,21.8,0.532850749,7.786496436,-2.06837764,-16.4,13.2,10.6,-159.0,-342.9,-161.8
640.0281982,-64.92164612,449.9001465,19.98801231,-179.9818268,19.9691391,558.0,-58.9,505.4,20.0,-180.0,20.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,41.8,11.2,158.7,350.7,158.9,532.5,55.1,21.8,0.515662016,7.7177415,-2.102755108,-16.0,13.3,10.6,-158.2,-342.9,-161.0
640.0157471,-65.92089844,449.8823242,17.32651901,-179.9804993,17.30779266,558.0,-59.9,505.4,17.3,-180.0,17.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,42.8,11.2,161.4,350.7,161.5,532.3,56.1,21.8,0.458366236,7.723471078,-2.440800207,-16.2,13.3,10.6,-160.9,-342.9,-164.0
640.0231934,-66.92424011,449.8877563,17.87684822,-179.9808807,17.85883141,558.0,-60.9,505.4,17.9,-180.0,17.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,43.8,11.2,160.8,350.7,161.0,532.4,57.2,21.8,0.538580327,7.700552767,-1.890760724,-16.1,13.4,10.6,-160.3,-343.0,-162.9
640.0276489,-67.92354584,449.9114685,21.9146843,-179.9823761,21.89597893,558.0,-61.9,505.4,21.9,-180.0,21.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,44.8,11.2,156.8,350.7,157.0,531.7,58.1,21.8,0.492743704,8.050057022,-1.736062119,-16.8,13.3,10.6,-156.3,-342.6,-158.7
640.0392456,-68.93148041,449.9367676,25.5742054,-179.9838409,25.55665588,558.0,-62.9,505.4,25.6,-180.0,25.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,45.8,11.2,153.1,350.7,153.3,531.6,59.1,21.8,0.469825392,8.22194436,-2.137132576,-16.8,13.3,10.6,-152.7,-342.4,-155.4
640.0395508,-69.93045044,449.9425354,26.05125427,-179.9840393,26.03343773,558.0,-63.9,505.4,26.1,-180.0,26.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,46.8,11.1,152.6,350.7,152.8,531.8,60.1,21.8,0.509932438,8.090164067,-1.443853644,-16.6,13.3,10.7,-152.1,-342.6,-154.3
640.0343018,-70.92864227,449.9101257,21.02992249,-179.9824066,21.01237488,558.0,-64.9,505.4,21.0,-180.0,21.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,47.8,11.2,157.7,350.7,157.8,531.9,61.2,21.9,0.50420286,8.170378159,-1.329262085,-16.5,13.4,10.7,-157.2,-342.5,-159.2
640.0230103,-71.92443848,449.897522,19.47330666,-179.9815063,19.45504379,558.0,-65.9,505.4,19.5,-180.0,19.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,48.8,11.2,159.2,350.7,159.4,531.9,62.1,21.9,0.527121172,7.860980949,-1.787628321,-16.6,13.3,10.7,-158.7,-342.8,-161.2
640.0236206,-72.92584991,449.8842468,17.59785652,-179.9806061,17.58018494,558.0,-66.9,505.4,17.6,-180.0,17.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,49.8,11.2,161.1,350.7,161.3,531.9,63.1,21.9,0.509932438,7.958383774,-1.770439587,-16.6,13.3,10.7,-160.6,-342.7,-163.0
640.0182495,-73.92219543,449.8885193,17.98427773,-179.9808807,17.96551132,558.0,-67.9,505.4,18.0,-180.0,18.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,50.8,11.2,160.7,350.7,160.9,531.5,64,21.9,0.429718346,8.27924014,-2.200157933,-17.0,13.2,10.7,-160.3,-342.4,-163.1
640.0288696,-74.92276001,449.9025574,20.66779709,-179.9819794,20.64878845,558.0,-68.9,505.4,20.7,-180.0,20.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,51.8,11.2,158.0,350.7,158.2,531.7,65,21.9,0.550039483,7.849521793,-1.598552248,-16.8,13.2,10.7,-157.5,-342.8,-159.8
640.0388184,-75.92259979,449.9343262,24.65995216,-179.9833832,24.64076424,558.0,-69.9,505.4,24.7,-180.0,24.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,52.8,11.2,154.0,350.7,154.2,531.3,65.9,21.9,0.487014126,8.233403516,-1.925138192,-17.1,13.1,10.7,-153.6,-342.4,-156.1
640.0535889,-76.92765045,449.9568176,28.98766899,-179.9847717,28.96871567,558.1,-70.9,505.5,29.0,-180.0,29.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,53.8,11.1,149.7,350.7,149.9,531.5,66.9,21.9,0.572957795,7.712011922,-1.512608579,-16.9,13.1,10.8,-149.1,-343.0,-151.4
640.0395508,-77.92514801,449.9325867,24.6692791,-179.9837036,24.65044594,558.0,-71.9,505.4,24.7,-180.0,24.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,54.8,11.2,154.0,350.7,154.2,531,67.8,21.9,0.515662016,8.27924014,-1.59282267,-17.4,13.0,10.7,-153.5,-342.4,-155.8
640.031189,-78.92043304,449.9038696,20.14669609,-179.9817352,20.12744713,558.0,-72.9,505.4,20.1,-180.0,20.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,55.8,11.2,158.6,350.7,158.7,531.4,68.9,22,0.50420286,8.084434489,-1.701684652,-17.0,13.1,10.8,-158.0,-342.6,-160.4
640.019104,-79.91777802,449.884491,17.69599915,-179.9806061,17.67677879,558.0,-73.9,505.4,17.7,-180.0,17.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,56.8,11.2,161.0,350.7,161.2,531.2,69.9,22,0.47555497,8.130271113,-1.598552248,-17.3,13.1,10.8,-160.5,-342.5,-162.8
640.0200195,-80.92079163,449.8809204,17.09795952,-179.9803467,17.07906342,558.0,-74.9,505.4,17.1,-180.0,17.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,57.8,11.2,161.6,350.7,161.8,531,70.9,22,0.527121172,8.101623223,-1.65011845,-17.5,13.1,10.8,-161.1,-342.6,-163.4
640.0227051,-81.92562866,449.8863525,18.34227562,-179.980545,18.32449913,558.0,-75.9,505.4,18.3,-180.0,18.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,58.8,11.2,160.4,350.7,160.5,530.9,72,22,0.515662016,8.519882414,-1.535526891,-17.6,13.2,10.8,-159.8,-342.1,-162.1
640.0343628,-82.9249649,449.9084778,21.0241394,-179.981842,21.00532532,558.0,-76.9,505.4,21.0,-180.0,21.0,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,59.8,11.2,157.7,350.7,157.8,531,73,22,0.509932438,8.118811957,-2.045459329,-17.4,13.2,10.8,-157.2,-342.5,-159.9
640.0458984,-83.92263794,449.9456787,27.21248627,-179.9841003,27.19239807,558.0,-77.9,505.4,27.2,-180.0,27.2,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,60.8,11.1,151.5,350.7,151.7,530.8,74,21.9,0.492743704,8.153189425,-1.632929716,-17.6,13.2,10.8,-151.0,-342.5,-153.3
640.0315552,-84.92159271,449.9070435,20.93570518,-179.9819183,20.91609001,558.0,-78.9,505.4,20.9,-180.0,20.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,61.8,11.2,157.8,350.7,157.9,530.6,75,21.9,0.458366236,8.485504946,-1.610011404,-17.8,13.2,10.7,-157.3,-342.2,-159.5
640.0283813,-85.92066193,449.9004211,19.87353706,-179.9815063,19.85454178,558.0,-79.9,505.4,19.9,-180.0,19.9,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,62.8,11.2,158.8,350.7,159.0,530.6,76,21.9,0.50420286,8.456857056,-1.323532507,-17.9,13.2,10.7,-158.3,-342.2,-160.3
640.0246582,-86.91120911,449.8764343,16.3000412,-179.9797974,16.27915192,558.0,-80.9,505.4,16.3,-180.0,16.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,63.8,11.2,162.4,350.7,162.6,530.4,76.9,22,0.429718346,8.674581018,-1.627200138,-18.1,13.1,10.8,-162.0,-342.0,-164.2
640.0234375,-87.9196701,449.8881531,18.16570854,-179.980835,18.14671135,558.0,-81.9,505.4,18.2,-180.0,18.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,64.8,11.2,160.5,350.7,160.7,530.9,78,22,0.47555497,8.359454231,-1.695955074,-17.6,13.2,10.8,-160.1,-342.3,-162.4
640.0376587,-88.92131042,449.9022217,19.706604,-179.9816132,19.68692589,558.0,-82.9,505.4,19.7,-180.0,19.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,65.8,11.2,159.0,350.7,159.2,530.2,78.9,22,0.429718346,8.812090889,-1.598552248,-18.2,13.1,10.8,-158.6,-341.8,-160.8
640.0477905,-89.92074585,449.9496765,27.48379898,-179.9844055,27.46385384,558.0,-83.9,505.4,27.5,-180.0,27.5,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,66.8,11.1,151.2,350.7,151.4,530.3,79.9,21.9,0.412529612,8.835009201,-1.249047993,-18.1,13.1,10.8,-150.8,-341.8,-152.6
640.0477295,-90.91786194,449.9378967,26.62483025,-179.9839783,26.60411072,558.0,-84.9,505.4,26.6,-180.0,26.6,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,67.8,11.2,152.1,350.7,152.2,530.5,80.8,21.9,0.452636658,8.594366927,-1.569904359,-17.9,13.0,10.7,-151.6,-342.1,-153.8
640.0306396,-91.91655731,449.8977356,19.39854622,-179.9811554,19.37853432,558.0,-85.9,505.4,19.4,-180.0,19.4,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,68.8,11.2,159.3,350.7,159.5,530.4,81.8,21.9,0.538580327,8.284969718,-1.466771956,-18.0,13.0,10.7,-158.8,-342.4,-160.9
640.0310059,-92.91847229,449.8824768,18.43861008,-179.9807739,18.41859627,558.0,-86.9,505.4,18.4,-180.0,18.4,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,69.8,11.2,160.3,350.7,160.4,530.2,82.8,21.9,0.458366236,8.514152836,-1.237588837,-18.2,13.0,10.7,-159.8,-342.1,-161.7
640.0234375,-93.91387939,449.8860779,17.31731224,-179.9802856,17.29715157,558.0,-87.9,505.4,17.3,-180.0,17.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.5,70.8,11.2,161.4,350.7,161.6,530,83.7,21.9,0.458366236,8.514152836,-1.363639552,-18.5,12.9,10.7,-160.9,-342.1,-162.9
640.0333862,-94.91941833,449.9037781,21.07834435,-179.9820251,21.05874443,558.0,-88.9,505.4,21.1,-180.0,21.1,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,71.8,11.2,157.6,350.7,157.8,529.9,84.8,21.8,0.372422567,9.001166962,-1.300614195,-18.5,13.0,10.6,-157.2,-341.7,-159.1
640.0430298,-95.91946411,449.9275513,22.71042442,-179.9826965,22.69011307,558.0,-89.9,505.4,22.7,-180.0,22.7,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,72.8,11.2,156.0,350.7,156.2,529.7,85.7,21.7,0.429718346,8.886575402,-1.208940948,-18.7,12.9,10.5,-155.6,-341.8,-157.4
640.0510864,-96.93003845,449.9381104,27.34317398,-179.9839935,27.32463646,558.1,-90.9,505.4,27.3,-180.0,27.3,1149.2,-17.1,508.5,178.7,170.7,178.9,1106.5,-17.1,516.6,178.7,170.7,178.9,548.4,73.8,11.2,151.4,350.7,151.5,529.8,86.8,21.7,0.435447924,8.72614722,-1.289155039,-18.6,13.0,10.5,-150.9,-341.9,-152.8
